id,year,school,dorm,mode,speed,target_units,is_early_riser,is_coffee_drinker,coffee_destination,coffee_duration_min,eats_lunch_on_campus_base,lunch_eateries,lunch_dining_halls,lunch_will_go_dorm,lunch_duration_min,lunch_avanti_eligible,lunch_yme_eligible,home_return_threshold_min,library_use_rate,library_destinations,eats_dinner_on_campus,dinner_duration_min,gym_days_per_week,gym_destination,gym_duration_min
2742,1,hs_natural,Casa Zapata,bike,4.3,16,True,True,Starbucks,5,0.85,Voyager|Coupa Green|Panda,Stern Dining|Lakeside,False,33,False,False,148,0.5,Lathrop|Green,True,40,0,ACSR,46
2743,4,engineering,Muwekma-Tah-Ruk,electric,7.0,12,True,True,Forbes,8,0.85,Subway|Olives|Coupa GSB,Stern Dining|FloMo Dining,True,31,False,False,112,0.4,Y2E2|Lathrop,True,24,2,AOERC,20
2744,4,hs_humanities,Junipero,bike,4.87,16,True,True,Coupa GSB,6,0.85,Bytes|Treehouse|CoHo,Wilbur Dining|Arrillaga,False,37,False,False,97,0.65,Lathrop|Green,False,18,1,ACSR,56
2745,2,engineering,Sally Ride,bike,5.74,12,False,False,,9,0.85,Coupa GSB|Subway|Coupa Y2E2,Stern Dining|Wilbur Dining,False,28,False,False,111,0.4,Huang|Y2E2,True,57,0,ACSR,69
2746,1,engineering,Larkin,bike,4.03,14,False,True,Forbes,10,0.85,CoHo|Voyager|Coupa Green,Stern Dining|Arrillaga,True,35,False,False,173,0.4,Green|Huang,False,26,5,ACSR,59
2747,2,engineering,Norcliffe,electric,7.36,14,True,True,Coupa Y2E2,9,0.85,Coupa Green|TAP|Forbes,Lakeside|Casper,True,19,False,False,173,0.4,Green|Huang,False,30,2,AOERC,60
2748,3,hs_humanities,Burbank,bike,5.3,15,False,True,Coupa Green,6,0.85,TAP|Panda|Coupa Green,Stern Dining|EVGR Dining,True,35,False,False,127,0.65,Lathrop|Y2E2,False,58,0,ACSR,59
2749,1,hs_humanities,Robinson,walk,1.33,12,False,False,,9,0.85,Panda|Forbes|Coupa Y2E2,Ricker|Branner Dining,False,36,False,False,127,0.65,Huang|Y2E2,True,33,2,AOERC,36
2750,1,hs_social,Burbank,walk,1.62,12,False,False,,10,0.85,Coupa Green|Olives|Bytes,Stern Dining|EVGR Dining,True,39,False,False,139,0.65,Green|Lathrop,True,48,1,ACSR,78
2751,1,hs_social,Muwekma-Tah-Ruk,bike,4.91,15,False,False,,11,0.85,Voyager|Coupa Green|TAP,Stern Dining|FloMo Dining,True,39,False,False,108,0.65,Huang|Lathrop,True,32,2,AOERC,48
2752,3,engineering,Kimball,bike,4.67,13,True,True,Bytes,7,0.85,Forbes|CoHo|Coupa GSB,Casper|Arrillaga,True,17,False,False,152,0.4,Y2E2|Huang,True,40,0,ACSR,61
2753,1,hs_natural,Soto,bike,4.43,14,False,True,Starbucks,8,0.85,Treehouse|Subway|Coupa Green,Wilbur Dining|Arrillaga,False,20,False,False,116,0.5,Lane|Y2E2,False,39,3,ACSR,76
2754,1,hs_interdisc,Crothers,electric,6.56,14,False,True,Coupa GSB,8,0.85,Coupa Green|Subway|Olives,Arrillaga|Casper,True,18,False,False,100,0.5,Green|Lathrop,False,45,5,ACSR,56
2755,4,engineering,Norcliffe,walk,1.56,13,True,True,Starbucks,11,0.85,Panda|Forbes|CODAB,Lakeside|Wilbur Dining,True,31,False,False,148,0.4,Lane|Huang,False,38,2,AOERC,54
2756,4,hs_interdisc,Mirrielees,bike,5.4,15,False,True,Starbucks,8,0.85,Coupa Y2E2|Treehouse|Olives,EVGR Dining|Stern Dining,True,36,False,False,141,0.5,Huang|Lathrop,False,18,4,ACSR,49
2757,2,hs_social,Twain,walk,1.58,14,False,True,Forbes,10,0.85,Bytes|CoHo|TAP,Stern Dining|Wilbur Dining,False,19,False,False,164,0.65,Lathrop|Green,False,33,4,ACSR,54
2758,3,engineering,Potter,walk,1.36,14,True,True,Forbes,12,0.85,Voyager|Panda|Treehouse,Ricker|Lakeside,True,41,False,False,162,0.4,Huang|Lathrop,False,40,5,AOERC,44
2759,1,hs_interdisc,West Lagunita,electric,7.62,15,True,True,CoHo,4,0.85,CoHo|Bytes|TAP,Lakeside|Ricker,True,31,False,False,132,0.5,Y2E2|Green,True,28,1,AOERC,91
2760,2,hs_interdisc,Ng,bike,5.21,14,False,True,Bytes,7,0.85,Olives|Treehouse|Coupa GSB,Casper|Wilbur Dining,False,39,False,False,96,0.5,Green|Lathrop,True,18,1,ACSR,49
2761,2,hs_social,Kimball,bike,5.74,15,True,True,Forbes,9,0.85,Panda|Coupa Green|Olives,Casper|Stern Dining,False,14,False,False,115,0.65,Green|Huang,True,34,2,ACSR,49
2762,4,hs_natural,Junipero,walk,1.61,16,True,True,Starbucks,8,0.85,Voyager|Subway|Forbes,Wilbur Dining|EVGR Dining,True,32,False,False,145,0.5,Lane|Green,True,34,5,ACSR,48
2763,1,hs_interdisc,West Lagunita,walk,1.69,17,True,True,CODAB,9,0.85,Coupa Y2E2|Voyager|Subway,Lakeside|Ricker,True,35,False,False,102,0.5,Huang|Lathrop,True,39,1,AOERC,58
2764,3,hs_social,Crothers Memorial,bike,5.17,19,False,True,Coupa GSB,8,0.85,Voyager|Coupa Y2E2|CoHo,Arrillaga|Lakeside,True,36,False,False,124,0.65,Huang|Lathrop,True,52,0,ACSR,35
2765,3,hs_humanities,Mirrielees,walk,1.45,15,False,True,CoHo,9,0.85,CODAB|Bytes|Treehouse,EVGR Dining|Stern Dining,True,34,False,False,71,0.65,Green|Y2E2,True,39,2,ACSR,86
2766,4,hs_natural,Roble Hall,bike,4.68,14,False,True,Starbucks,6,0.85,TAP|Coupa GSB|Coupa Y2E2,Lakeside|FloMo Dining,False,35,False,False,94,0.5,Lathrop|Huang,True,53,4,AOERC,42
2767,3,engineering,Pi Beta Phi,bike,5.43,16,True,True,Coupa Green,7,0.85,Olives|CoHo|Coupa Green,Stern Dining|Lakeside,False,17,False,False,59,0.4,Huang|Y2E2,True,46,0,ACSR,106
2768,2,hs_interdisc,Toyon,walk,1.62,16,False,True,Starbucks,9,0.85,CODAB|Coupa Green|Treehouse,Branner Dining|Arrillaga,True,23,False,False,98,0.5,Green|Huang,True,35,4,ACSR,91
2769,1,hs_natural,West Lagunita,walk,1.38,14,True,True,Coupa Green,12,0.85,TAP|Panda|CoHo,Lakeside|Ricker,True,36,False,False,82,0.5,Huang|Y2E2,False,38,2,AOERC,75
2770,4,engineering,Okada,walk,1.56,12,False,True,Forbes,12,0.85,Olives|Bytes|CODAB,Wilbur Dining|Arrillaga,False,34,False,False,158,0.4,Huang|Lane,False,35,0,ACSR,49
2771,2,engineering,Meier,bike,4.97,14,False,False,,11,0.85,Bytes|Treehouse|Coupa Green,Lakeside|FloMo Dining,True,33,False,False,106,0.4,Huang|Lathrop,True,41,1,AOERC,64
2772,2,hs_interdisc,Roble Hall,walk,1.36,14,False,True,Coupa Y2E2,7,0.85,Treehouse|Bytes|CoHo,Lakeside|Casper,True,25,False,False,78,0.5,Huang|Green,False,44,2,AOERC,65
2773,2,hs_interdisc,Ng,walk,1.56,15,True,True,Coupa Green,5,0.85,CoHo|Forbes|Voyager,Casper|Branner Dining,True,27,False,False,167,0.5,Lathrop|Green,True,36,6,ACSR,29
2774,1,hs_natural,West Lagunita,bike,4.35,15,False,False,,11,0.85,TAP|Coupa Y2E2|Subway,Lakeside|Stern Dining,True,16,False,False,141,0.5,Huang|Lane,True,23,1,AOERC,44
2775,4,engineering,Alpha Phi/KKG,bike,4.89,15,False,True,Starbucks,8,0.85,Bytes|Coupa Green|Subway,Stern Dining|Casper,False,34,False,False,45,0.4,Lathrop|Y2E2,False,38,3,ACSR,79
2776,4,hs_social,EVGR,bike,5.47,17,False,False,,9,0.85,Coupa Green|Coupa GSB|TAP,Arrillaga|Stern Dining,True,27,False,False,58,0.65,Huang|Green,False,44,0,ACSR,58
2777,3,hs_natural,Phi Kappa Psi,walk,1.53,12,False,True,Forbes,7,0.85,Panda|Olives|TAP,Stern Dining|Ricker,True,32,False,False,104,0.5,Y2E2|Lane,True,26,0,ACSR,22
2778,4,hs_interdisc,Delta Delta Delta,walk,1.51,17,True,False,,6,0.85,Olives|Coupa Green|Subway,Stern Dining|Casper,False,30,False,False,138,0.5,Lathrop|Y2E2,False,42,1,ACSR,45
2779,3,hs_interdisc,Junipero,bike,4.95,15,False,True,CoHo,9,0.85,TAP|Subway|Olives,Wilbur Dining|Arrillaga,True,37,False,False,102,0.5,Green|Huang,False,51,2,ACSR,20
2780,4,hs_natural,Storey,bike,4.07,13,True,True,CoHo,10,0.85,Subway|CODAB|Olives,Stern Dining|EVGR Dining,False,34,False,False,89,0.5,Lathrop|Huang,False,23,1,AOERC,53
2781,4,engineering,680 Lomita,bike,4.27,18,False,False,,7,0.85,Treehouse|CoHo|Forbes,Stern Dining|Ricker,True,30,False,False,146,0.4,Green|Huang,True,38,3,AOERC,73
2782,4,doerr,Crothers Memorial,bike,5.61,14,False,True,Coupa Green,6,0.85,Treehouse|CODAB|Coupa GSB,Arrillaga|Branner Dining,True,32,False,False,190,0.5,Huang|Lathrop,False,40,3,ACSR,44
2783,2,hs_interdisc,Potter,bike,5.55,14,False,True,CODAB,12,0.85,Subway|Coupa GSB|Voyager,Ricker|FloMo Dining,True,35,False,False,130,0.5,Huang|Lathrop,True,33,0,AOERC,23
2784,1,hs_interdisc,Arroyo,bike,4.05,16,False,False,,11,0.85,Coupa Green|Forbes|CoHo,Wilbur Dining|Casper,True,34,False,False,97,0.5,Lane|Lathrop,True,51,0,ACSR,44
2785,1,hs_interdisc,Arroyo,bike,5.06,14,False,True,CoHo,4,0.85,TAP|Subway|Forbes,Wilbur Dining|Arrillaga,False,38,False,False,136,0.5,Green|Lathrop,True,48,0,ACSR,100
2786,3,hs_interdisc,Twain,bike,4.88,13,False,False,,6,0.85,Panda|Treehouse|Voyager,Stern Dining|EVGR Dining,True,35,False,False,118,0.5,Lane|Green,False,40,0,ACSR,46
2787,2,engineering,Toyon,walk,1.66,18,True,False,,9,0.85,Bytes|Coupa Y2E2|Subway,Branner Dining|FloMo Dining,True,34,False,False,125,0.4,Huang|Lathrop,False,59,0,ACSR,66
2788,3,engineering,EVGR,bike,5.52,16,True,True,Bytes,10,0.85,Panda|TAP|CODAB,FloMo Dining|Arrillaga,True,37,False,False,180,0.4,Lane|Huang,False,35,0,ACSR,20
2789,4,hs_interdisc,Mirrielees,walk,1.66,14,True,True,Coupa Green,7,0.85,CODAB|CoHo|Olives,EVGR Dining|Casper,True,33,False,False,102,0.5,Huang|Y2E2,True,35,2,ACSR,49
2790,2,doerr,Toyon,bike,4.01,13,True,True,Coupa Green,8,0.85,Panda|Voyager|Coupa Y2E2,Branner Dining|FloMo Dining,False,38,False,False,132,0.5,Green|Y2E2,False,49,4,ACSR,52
2791,3,engineering,Storey,bike,4.49,13,True,True,Bytes,7,0.85,TAP|Olives|Coupa Green,Stern Dining|Branner Dining,True,29,False,False,120,0.4,Huang|Green,True,27,0,AOERC,68
2792,1,hs_natural,Burbank,bike,4.91,15,False,False,,8,0.85,CoHo|TAP|Coupa GSB,Stern Dining|FloMo Dining,True,31,False,False,120,0.5,Lathrop|Green,True,54,4,ACSR,59
2793,2,hs_natural,Kimball,bike,4.54,14,False,True,CODAB,10,0.85,Coupa Y2E2|Coupa GSB|Coupa Green,Casper|Stern Dining,True,25,False,False,138,0.5,Lathrop|Y2E2,True,37,4,ACSR,91
2794,4,engineering,Adams,walk,1.36,14,False,True,Coupa Y2E2,8,0.85,Bytes|Coupa Y2E2|Subway,Ricker|Casper,True,24,False,False,172,0.4,Huang|Y2E2,True,32,0,AOERC,78
2795,4,hs_interdisc,Burbank,bike,5.43,14,True,True,Bytes,10,0.85,TAP|Voyager|Coupa Green,Stern Dining|Wilbur Dining,False,20,False,False,131,0.5,Lathrop|Huang,False,36,4,ACSR,37
2796,1,hs_social,Branner,bike,5.45,15,True,True,Coupa Green,7,0.85,Bytes|CoHo|Forbes,Branner Dining|EVGR Dining,False,17,False,False,73,0.65,Huang|Lathrop,False,53,2,ACSR,52
2797,1,engineering,Burbank,bike,4.71,12,True,False,,7,0.85,TAP|CoHo|CODAB,Stern Dining|Wilbur Dining,False,27,False,False,101,0.4,Huang|Lathrop,True,61,3,ACSR,70
2798,1,hs_interdisc,Okada,bike,4.84,16,False,False,,11,0.85,Voyager|Forbes|Coupa Green,Wilbur Dining|Stern Dining,True,31,False,False,142,0.5,Lathrop|Huang,True,41,2,ACSR,50
2799,3,engineering,Terra,walk,1.42,18,False,True,Starbucks,10,0.85,Subway|Panda|CoHo,Stern Dining|Wilbur Dining,True,31,False,False,131,0.4,Y2E2|Lathrop,True,33,2,ACSR,71
2800,1,engineering,Cedro,bike,4.96,15,True,True,CODAB,9,0.85,Voyager|TAP|Subway,Wilbur Dining|Arrillaga,True,16,False,False,139,0.4,Lathrop|Y2E2,False,36,1,ACSR,68
2801,3,hs_natural,Okada,bike,4.28,16,True,True,Coupa Green,5,0.85,Subway|Olives|Bytes,Wilbur Dining|Stern Dining,True,29,False,False,96,0.5,Y2E2|Huang,False,37,2,ACSR,73
2802,2,engineering,Burbank,bike,5.43,12,True,True,Bytes,7,0.85,Bytes|Olives|Subway,Stern Dining|Arrillaga,True,31,False,False,133,0.4,Huang|Green,True,43,1,ACSR,38
2803,4,hs_interdisc,Crothers Memorial,walk,1.51,12,True,True,Forbes,7,0.85,Olives|Voyager|Coupa Green,Arrillaga|Branner Dining,True,47,False,False,149,0.5,Huang|Lane,True,54,0,ACSR,71
2804,2,engineering,Yost,bike,4.81,12,False,True,CODAB,7,0.85,Voyager|Coupa Green|Olives,Ricker|Stern Dining,True,33,False,True,125,0.4,Huang|Y2E2,False,29,2,AOERC,77
2805,2,engineering,Yost,bike,5.36,13,False,True,Starbucks,10,0.85,CODAB|Bytes|Panda,Ricker|Wilbur Dining,True,24,False,True,146,0.4,Y2E2|Green,False,36,1,AOERC,85
2806,2,engineering,Cardenal,walk,1.37,13,False,True,CoHo,12,0.85,CoHo|Subway|Bytes,FloMo Dining|Arrillaga,True,25,False,False,78,0.4,Y2E2|Lathrop,True,43,3,AOERC,82
2807,4,hs_social,Mars,electric,7.93,14,False,True,Starbucks,11,0.85,Bytes|Coupa Green|CODAB,Stern Dining|FloMo Dining,True,37,False,False,137,0.65,Huang|Lathrop,False,59,3,ACSR,72
2808,1,engineering,Casa Zapata,walk,1.44,14,False,True,Coupa Green,10,0.85,Olives|Forbes|Coupa GSB,Stern Dining|Arrillaga,True,17,False,False,147,0.4,Y2E2|Lathrop,True,39,4,ACSR,75
2809,3,hs_interdisc,Xanadu,bike,5.53,12,False,False,,10,0.85,Voyager|Panda|Bytes,Stern Dining|Ricker,False,21,False,False,94,0.5,Huang|Lathrop,False,36,0,AOERC,67
2810,4,hs_interdisc,Kimball,electric,7.88,17,False,True,Bytes,8,0.85,TAP|Coupa Y2E2|Voyager,Casper|Branner Dining,True,27,False,False,127,0.5,Lathrop|Huang,True,43,1,ACSR,48
2811,4,engineering,Kimball,walk,1.65,13,False,True,Coupa GSB,11,0.85,Coupa Y2E2|Panda|Coupa GSB,Casper|Arrillaga,False,27,False,False,110,0.4,Y2E2|Green,False,53,1,ACSR,43
2812,4,hs_natural,Robert Moore North,walk,1.37,18,True,True,CoHo,9,0.85,Olives|Subway|Voyager,Stern Dining|EVGR Dining,True,12,False,False,105,0.5,Lathrop|Huang,True,57,5,AOERC,80
2813,4,engineering,Mirrielees,bike,4.56,15,False,True,Forbes,6,0.85,Panda|Coupa GSB|Bytes,EVGR Dining|FloMo Dining,True,33,False,False,154,0.4,Huang|Lathrop,False,49,2,ACSR,67
2814,3,hs_social,Roble Hall,bike,4.02,14,False,True,Forbes,9,0.85,Bytes|CoHo|Olives,Lakeside|Ricker,True,34,False,False,167,0.65,Green|Lane,False,45,2,AOERC,56
2815,4,hs_humanities,Mirrielees,walk,1.69,14,False,True,CoHo,8,0.85,Treehouse|Forbes|Bytes,EVGR Dining|Casper,True,14,False,False,117,0.65,Lathrop|Huang,False,24,1,ACSR,79
2816,1,hs_social,Casa Zapata,bike,5.48,16,False,False,,7,0.85,CODAB|Coupa Y2E2|Panda,Stern Dining|Casper,True,22,False,False,135,0.65,Lathrop|Y2E2,False,31,1,ACSR,111
2817,1,engineering,Arroyo,bike,4.2,16,False,True,Forbes,6,0.85,Treehouse|CoHo|Forbes,Wilbur Dining|Branner Dining,True,43,False,False,152,0.4,Huang|Y2E2,False,48,3,ACSR,82
2818,3,hs_social,Sally Ride,bike,5.2,13,True,False,,9,0.85,Coupa Green|Bytes|Olives,Stern Dining|Wilbur Dining,False,27,False,False,92,0.65,Y2E2|Lathrop,True,46,0,ACSR,66
2819,2,engineering,Robert Moore North,bike,4.36,16,True,False,,9,0.85,Voyager|TAP|Coupa Green,Stern Dining|EVGR Dining,True,40,False,False,107,0.4,Lathrop|Huang,False,23,0,AOERC,47
2820,3,engineering,Paloma,electric,7.02,13,False,True,Coupa Y2E2,6,0.85,CoHo|CODAB|Forbes,FloMo Dining|Wilbur Dining,True,27,False,False,167,0.4,Huang|Lathrop,True,48,3,AOERC,55
2821,4,hs_interdisc,Sigma Nu,bike,4.1,14,False,False,,5,0.85,Coupa Green|Coupa Y2E2|Bytes,Stern Dining|Lakeside,True,46,False,False,98,0.5,Green|Y2E2,True,44,2,ACSR,111
2822,4,hs_interdisc,Govco Suites,walk,1.61,12,False,True,Coupa Y2E2,11,0.85,TAP|CoHo|Voyager,Ricker|Stern Dining,True,46,True,False,119,0.5,Huang|Y2E2,False,44,1,AOERC,72
2823,3,engineering,Pi Beta Phi,walk,1.32,14,True,True,Coupa GSB,11,0.85,Coupa Green|Olives|Panda,Stern Dining|Branner Dining,True,49,False,False,133,0.4,Lathrop|Green,False,34,3,ACSR,20
2824,1,engineering,Casa Zapata,bike,5.05,18,False,False,,6,0.85,Panda|Olives|Coupa Green,Stern Dining|Branner Dining,False,34,False,False,75,0.4,Lathrop|Huang,False,36,0,ACSR,57
2825,3,engineering,Enchanted Broccoli Forest,bike,4.63,14,False,True,Bytes,11,0.85,CoHo|Bytes|Voyager,Stern Dining|Lakeside,True,30,False,False,153,0.4,Y2E2|Lathrop,False,49,0,AOERC,40
2826,4,engineering,Crothers Memorial,bike,4.82,13,True,True,CODAB,6,0.85,Panda|Forbes|Coupa Y2E2,Arrillaga|Casper,False,34,False,False,93,0.4,Lathrop|Y2E2,False,35,0,ACSR,52
2827,1,engineering,Soto,electric,6.19,13,False,False,,13,0.85,Subway|Bytes|Treehouse,Wilbur Dining|Casper,False,23,False,False,127,0.4,Y2E2|Lathrop,False,43,2,ACSR,42
2828,2,engineering,Norcliffe,bike,5.25,13,False,True,Coupa Y2E2,10,0.85,Coupa Y2E2|Voyager|Subway,Lakeside|Stern Dining,False,22,False,False,158,0.4,Lathrop|Y2E2,False,30,3,AOERC,53
2829,2,engineering,Delta Delta Delta,bike,4.73,17,False,False,,5,0.85,Bytes|Panda|Coupa GSB,Stern Dining|FloMo Dining,True,41,False,False,97,0.4,Huang|Y2E2,False,50,0,ACSR,29
2830,4,engineering,Govco Suites,bike,5.59,14,True,True,Coupa Y2E2,10,0.85,Voyager|CoHo|Coupa Y2E2,Ricker|Lakeside,False,27,True,False,132,0.4,Y2E2|Huang,False,62,0,AOERC,78
2831,2,engineering,Cardenal,walk,1.7,18,True,True,CODAB,8,0.85,Subway|Voyager|Coupa Y2E2,FloMo Dining|Wilbur Dining,True,52,False,False,132,0.4,Green|Y2E2,False,29,0,AOERC,76
2832,1,engineering,West Lagunita,bike,4.12,15,False,True,Coupa Green,8,0.85,Forbes|Coupa Y2E2|Voyager,Lakeside|Casper,True,38,False,False,72,0.4,Y2E2|Huang,True,38,1,AOERC,80
2833,4,engineering,ZAP,bike,4.76,13,False,True,Forbes,7,0.85,Coupa GSB|Coupa Y2E2|Forbes,Stern Dining|Arrillaga,False,27,False,False,93,0.4,Y2E2|Huang,False,63,2,ACSR,111
2834,4,engineering,Junipero,bike,4.93,15,False,True,Coupa Green,6,0.85,CoHo|Olives|Subway,Wilbur Dining|Lakeside,True,17,False,False,150,0.4,Lathrop|Huang,True,32,2,ACSR,60
2835,1,hs_humanities,Cardenal,walk,1.65,19,True,True,Bytes,9,0.85,Coupa Green|Panda|Forbes,FloMo Dining|Stern Dining,True,14,False,False,114,0.65,Lathrop|Y2E2,False,56,1,AOERC,58
2836,2,hs_interdisc,Kairos,electric,6.56,16,False,True,CoHo,9,0.85,Coupa Y2E2|Panda|CoHo,Stern Dining|Casper,True,34,False,False,107,0.5,Y2E2|Green,True,64,0,ACSR,55
2837,4,doerr,Casa Zapata,bike,5.57,14,False,False,,6,0.85,CoHo|Coupa Green|Coupa GSB,Stern Dining|Casper,True,30,False,False,156,0.5,Lathrop|Y2E2,False,48,0,ACSR,80
2838,2,hs_interdisc,Norcliffe,bike,4.12,14,False,False,,10,0.85,Voyager|Coupa Y2E2|Forbes,Lakeside|Ricker,True,40,False,False,121,0.5,Lane|Y2E2,True,56,1,AOERC,84
2839,2,hs_natural,Murray,walk,1.69,16,True,True,Forbes,10,0.85,Subway|Panda|CoHo,Ricker|Casper,True,29,False,True,109,0.5,Huang|Green,True,27,5,AOERC,50
2840,2,engineering,Roble Hall,electric,6.58,16,False,True,Coupa Green,9,0.85,CODAB|CoHo|Subway,Lakeside|Stern Dining,False,33,False,False,118,0.4,Green|Y2E2,True,47,3,AOERC,44
2841,2,hs_social,Adams,walk,1.67,14,True,False,,7,0.85,Coupa Y2E2|Olives|Coupa Green,Ricker|Stern Dining,True,32,False,False,115,0.65,Huang|Lathrop,False,32,2,AOERC,77
2842,4,engineering,Adams,bike,5.19,17,False,False,,10,0.85,TAP|CODAB|Bytes,Ricker|FloMo Dining,True,27,False,False,64,0.4,Huang|Y2E2,False,28,4,AOERC,67
2843,3,engineering,Mirrielees,walk,1.51,13,True,True,Coupa Green,7,0.85,CoHo|Panda|Treehouse,EVGR Dining|Arrillaga,True,32,False,False,99,0.4,Lathrop|Huang,False,31,1,ACSR,33
2844,3,hs_humanities,Govco Suites,bike,4.43,18,True,True,Starbucks,12,0.85,Treehouse|Coupa Y2E2|Voyager,Ricker|Lakeside,True,39,True,False,105,0.65,Lathrop|Y2E2,False,34,6,AOERC,29
2845,4,engineering,Robert Moore North,bike,5.79,15,False,True,Forbes,8,0.85,Forbes|TAP|Panda,Stern Dining|Arrillaga,True,32,False,False,105,0.4,Lathrop|Green,True,25,2,AOERC,45
2846,3,hs_humanities,EVGR,bike,5.43,14,True,True,Coupa Green,7,0.85,CoHo|Treehouse|Voyager,EVGR Dining|Casper,False,39,False,False,128,0.65,Green|Huang,False,47,2,ACSR,67
2847,2,engineering,Toyon,bike,4.21,19,True,False,,7,0.85,Panda|CoHo|Treehouse,Branner Dining|FloMo Dining,True,27,False,False,164,0.4,Green|Y2E2,True,69,0,ACSR,44
2848,3,engineering,BOB,bike,4.64,14,True,True,Starbucks,5,0.85,Panda|Treehouse|Olives,Stern Dining|Arrillaga,True,26,False,False,118,0.4,Y2E2|Huang,True,31,2,AOERC,62
2849,2,engineering,Roble Hall,bike,5.55,15,False,True,Coupa Y2E2,11,0.85,TAP|Coupa Y2E2|Panda,Lakeside|Branner Dining,False,38,False,False,111,0.4,Y2E2|Huang,True,39,0,AOERC,93
2850,3,engineering,Govco Suites,walk,1.52,14,True,True,Coupa Green,11,0.85,Coupa GSB|Coupa Y2E2|CoHo,Ricker|Lakeside,True,25,True,False,144,0.4,Lathrop|Y2E2,False,49,1,AOERC,47
2851,2,hs_humanities,Casa Zapata,walk,1.56,14,False,False,,2,0.85,CoHo|Voyager|Treehouse,Stern Dining|Branner Dining,True,27,False,False,98,0.65,Huang|Y2E2,True,41,0,ACSR,33
2852,2,engineering,Otero,bike,5.03,12,False,True,Coupa GSB,7,0.85,Olives|Voyager|Forbes,Wilbur Dining|Branner Dining,True,50,False,False,142,0.4,Lathrop|Huang,True,34,2,ACSR,53
2853,2,hs_humanities,Kappa Alpha Theta,walk,1.56,15,False,False,,5,0.85,Panda|Bytes|CoHo,Stern Dining|Branner Dining,True,38,False,False,106,0.65,Y2E2|Green,False,46,4,ACSR,37
2854,1,hs_natural,Casa Zapata,walk,1.65,12,True,False,,10,0.85,Treehouse|Subway|Coupa GSB,Stern Dining|Branner Dining,True,32,False,False,109,0.5,Lathrop|Green,False,39,5,ACSR,57
2855,4,hs_social,Trancos,bike,4.36,15,False,True,Coupa GSB,10,0.85,Panda|Olives|Subway,Wilbur Dining|Arrillaga,True,25,False,False,85,0.65,Y2E2|Lane,True,45,0,ACSR,56
2856,2,hs_natural,Burbank,bike,5.39,14,False,True,Coupa GSB,8,0.85,Subway|Voyager|Forbes,Stern Dining|Casper,True,31,False,False,77,0.5,Lathrop|Y2E2,True,38,1,ACSR,33
2857,1,engineering,Soto,bike,4.72,16,False,False,,10,0.85,Coupa Green|Subway|CODAB,Wilbur Dining|Branner Dining,True,35,False,False,129,0.4,Lathrop|Huang,True,33,2,ACSR,20
2858,4,hs_social,Paloma,bike,5.52,17,False,False,,9,0.85,CoHo|Treehouse|TAP,FloMo Dining|Branner Dining,True,27,False,False,79,0.65,Y2E2|Huang,False,35,2,AOERC,53
2859,3,engineering,Jerry,bike,4.56,14,False,True,Starbucks,6,0.85,Coupa Y2E2|Panda|Forbes,Stern Dining|Ricker,False,27,False,False,105,0.4,Green|Lathrop,True,31,0,AOERC,87
2860,1,hs_interdisc,Crothers,bike,5.48,16,True,False,,10,0.85,Coupa GSB|CODAB|Treehouse,Arrillaga|FloMo Dining,True,28,False,False,166,0.5,Lathrop|Lane,False,28,1,ACSR,78
2861,1,engineering,Schiff,bike,5.14,18,False,False,,11,0.85,Coupa Y2E2|Voyager|CODAB,Ricker|Arrillaga,False,20,False,False,203,0.4,Y2E2|Huang,True,42,2,AOERC,87
2862,4,engineering,BOB,bike,4.89,17,False,False,,9,0.85,Olives|Treehouse|Subway,Stern Dining|Ricker,True,26,False,False,157,0.4,Green|Y2E2,False,65,0,AOERC,77
2863,2,hs_social,Sally Ride,bike,4.21,12,False,True,CODAB,6,0.85,Treehouse|Coupa Y2E2|Subway,Stern Dining|Lakeside,False,34,False,False,79,0.65,Green|Lathrop,True,35,1,ACSR,86
2864,3,hs_interdisc,Cardenal,bike,5.4,14,False,True,Starbucks,5,0.85,Olives|CoHo|Panda,FloMo Dining|Wilbur Dining,False,31,False,False,146,0.5,Green|Y2E2,False,35,1,AOERC,91
2865,2,hs_interdisc,Twain,walk,1.55,13,True,True,Starbucks,10,0.85,Treehouse|Olives|Voyager,Stern Dining|Ricker,True,35,False,False,109,0.5,Green|Y2E2,True,37,2,ACSR,29
2866,2,engineering,Potter,walk,1.67,16,False,False,,10,0.85,Coupa Green|CoHo|Olives,Ricker|Casper,True,23,False,False,173,0.4,Huang|Y2E2,False,50,2,AOERC,49
2867,1,hs_humanities,Mirlo,bike,5.22,12,True,True,Coupa Y2E2,9,0.85,Coupa GSB|TAP|Bytes,FloMo Dining|Lakeside,True,31,False,False,114,0.65,Huang|Lathrop,False,34,1,AOERC,38
2868,3,hs_interdisc,Kimball,electric,6.41,14,False,True,Coupa GSB,8,0.85,Subway|TAP|Coupa Green,Casper|Wilbur Dining,True,33,False,False,182,0.5,Lathrop|Y2E2,True,43,2,ACSR,78
2869,4,hs_interdisc,Roble Hall,bike,4.05,14,True,True,Forbes,5,0.85,Coupa GSB|TAP|Olives,Lakeside|Stern Dining,True,39,False,False,87,0.5,Huang|Green,False,40,1,AOERC,97
