course_code,subject,title,units_min,units_max,term,section_num,component,max_enrolled,curr_enrolled,building,days,start_time,end_time,start_date,end_date,school,level_num,level,section_id,is_anchor
203,ENGR,Public Speaking (ENGR 103),3,3,2025-2026 Spring,7,PRA,15,5,Gates B12,Thursday,12:00:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,203,mid,ENGR-203-PRA-07,True
203,ENGR,Public Speaking (ENGR 103),3,3,2025-2026 Spring,1,PRA,15,3,Shriram 108,Tuesday,6:00:00 PM,8:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,203,mid,ENGR-203-PRA-01,True
203,ENGR,Public Speaking (ENGR 103),3,3,2025-2026 Spring,2,PRA,30,9,Shriram 108,Wednesday,6:00:00 PM,8:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,203,mid,ENGR-203-PRA-02,True
203,ENGR,Public Speaking (ENGR 103),3,3,2025-2026 Spring,6,PRA,15,5,Green Earth Sciences150,Tuesday,12:00:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,203,mid,ENGR-203-PRA-06,True
203,ENGR,Public Speaking (ENGR 103),3,3,2025-2026 Spring,5,PRA,30,4,SpilkerEngAppliedSci143,"Tuesday,Thursday",7:30:00 PM,8:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,203,mid,ENGR-203-PRA-05,True
203,ENGR,Public Speaking (ENGR 103),3,3,2025-2026 Spring,3,PRA,30,4,,Thursday,6:00:00 PM,8:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,203,mid,ENGR-203-PRA-03,True
204R,ENGR,Designing Your Spiritual Life (ENGR 104R),2,2,2025-2026 Spring,1,PRA,30,0,,,,,,,engineering,204,mid,ENGR-204R-PRA-01,True
241,ENGR,Advanced Micro and Nano Fabrication Laboratory,3,3,2025-2026 Spring,1,LAB,24,20,STLC 105,"Tuesday,Thursday",4:30:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,241,mid,ENGR-241-LAB-01,True
245,ENGR,The Lean LaunchPad: Getting Your Lean Startup Off the Ground,4,4,2025-2026 Spring,1,LEC,48,35,Thornton 110,Wednesday,5:30:00 PM,8:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,245,mid,ENGR-245-LEC-01,True
265,ENGR,Technology Licensing and Commercialization,3,3,2025-2026 Spring,1,LEC,999,0,,,,,,,engineering,265,mid,ENGR-265-LEC-01,True
289,ENGR,"Career Building: Entrepreneurship / Intrapreneurship, People, Innovation, Decision-Making and Impact (CHEMENG 189, CHEMENG 289, RAD 189, RAD 289)",3,3,2025-2026 Spring,1,LEC,100,20,200-002,Thursday,1:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,289,mid,ENGR-289-LEC-01,True
295,ENGR,"Learning & Teaching of Science (CTL 280, EDUC 280, PHYSICS 295)",3,3,2025-2026 Spring,1,LEC,35,2,Raikes 111,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,295,mid,ENGR-295-LEC-01,True
298,ENGR,Seminar in Fluid Mechanics,1,1,2025-2026 Spring,1,COL,30,4,300-300,Tuesday,4:30:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,298,mid,ENGR-298-COL-01,True
306,ENGR,Capital-Formation Design Theory in Practice,1,3,2025-2026 Spring,2,LBS,92,44,Lathrop 018,Friday,8:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,306,advanced,ENGR-306-LBS-02,False
306,ENGR,Capital-Formation Design Theory in Practice,1,3,2025-2026 Spring,1,LEC,92,44,Lathrop 018,Wednesday,4:30:00 PM,7:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,306,advanced,ENGR-306-LEC-01,True
311B,ENGR,Designing the Professional,1,2,2025-2026 Spring,1,SEM,64,22,Departmental Room,Thursday,1:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,311,advanced,ENGR-311B-SEM-01,True
311D,ENGR,Portfolio to Professional: Supporting the Development of Digital Presence Through ePortfolios,1,1,2025-2026 Spring,1,SEM,999,1,,,,,,,engineering,311,advanced,ENGR-311D-SEM-01,True
319,ENGR,Robotics and Autonomous Systems Seminar,1,1,2025-2026 Spring,1,COL,100,73,Gates B3,Friday,3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,319,advanced,ENGR-319-COL-01,True
70,ME,Introductory Fluids Engineering,3,3,2025-2026 Spring,1,LEC,79,49,530-127,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,70,intro,ME-70-LEC-01,True
104,ME,Mechanical Systems Design,4,4,2025-2026 Spring,1,LEC,72,52,Departmental Room,"Tuesday,Thursday",1:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,104,intro,ME-104-LEC-01,True
123,ME,Computational Engineering,4,4,2025-2026 Spring,1,LEC,62,40,Thornton 110,"Monday,Wednesday,Friday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,123,intro,ME-123-LEC-01,True
131,ME,Heat Transfer,4,4,2025-2026 Spring,1,LEC,96,43,260-113,"Monday,Wednesday,Friday",9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,131,intro,ME-131-LEC-01,True
149,ME,Mechanical Measurements,4,4,2025-2026 Spring,5,LBS,15,8,Departmental Room,Thursday,1:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,149,intro,ME-149-LBS-05,False
149,ME,Mechanical Measurements,4,4,2025-2026 Spring,2,LBS,15,17,Departmental Room,Monday,12:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,149,intro,ME-149-LBS-02,False
149,ME,Mechanical Measurements,4,4,2025-2026 Spring,4,LBS,15,12,Departmental Room,Tuesday,1:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,149,intro,ME-149-LBS-04,False
149,ME,Mechanical Measurements,4,4,2025-2026 Spring,3,LBS,15,16,Departmental Room,Wednesday,12:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,149,intro,ME-149-LBS-03,False
149,ME,Mechanical Measurements,4,4,2025-2026 Spring,1,LAB,60,53,60-109,"Monday,Wednesday",4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,149,intro,ME-149-LAB-01,True
170C,ME,Mechanical Engineering Design - Integrating Context with Engineering III,1,3,2025-2026 Spring,1,LEC,40,7,320-220,Thursday,10:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,170,intro,ME-170C-LEC-01,True
206B,ME,Design for Extreme Affordability,4,4,2025-2026 Spring,1,LEC,40,15,,"Monday,Wednesday",10:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,206,mid,ME-206B-LEC-01,True
206B,ME,Design for Extreme Affordability,4,4,2025-2026 Spring,1,LEC,40,15,,Thursday,6:30:00 PM,8:30:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,206,mid,ME-206B-LEC-01,True
218C,ME,Smart Product Design Practice,4,5,2025-2026 Spring,1,LEC,72,17,Departmental Room,"Tuesday,Thursday",11:30:00 AM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,218,mid,ME-218C-LEC-01,True
235,ME,"Biotransport Phenomena (APPPHYS 235, BIOE 235, BIOPHYS 235)",3,3,2025-2026 Spring,1,LEC,30,15,160-127,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,235,mid,ME-235-LEC-01,True
236,ME,Tales to Design Cars By,1,3,2025-2026 Spring,1,LEC,16,9,Departmental Room,Tuesday,1:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,236,mid,ME-236-LEC-01,True
283,ME,Introduction to Biomechanics and Mechanobiology (BIOE 282),3,3,2025-2026 Spring,1,LEC,80,33,Thornton 102,"Monday,Wednesday",9:30:00 AM,10:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,283,mid,ME-283-LEC-01,True
286,ME,Identification and Estimation in Engineering Design,3,3,2025-2026 Spring,1,LEC,12,0,,,,,,,engineering,286,mid,ME-286-LEC-01,True
300C,ME,Introduction to Numerical Methods for Engineering (CME 206),3,3,2025-2026 Spring,1,LEC,79,29,530-127,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,300,advanced,ME-300C-LEC-01,True
310C,ME,"Global Engineering Design Thinking, Innovation, and Entrepreneurship",4,5,2025-2026 Spring,1,LAB,50,16,Departmental Room,Thursday,3:00:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,310,advanced,ME-310C-LAB-01,True
310C,ME,"Global Engineering Design Thinking, Innovation, and Entrepreneurship",4,5,2025-2026 Spring,1,LAB,50,16,Departmental Room,Tuesday,4:30:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,310,advanced,ME-310C-LAB-01,True
318,ME,Computer-Aided Product Creation,3,4,2025-2026 Spring,3,LBS,18,0,,,,,,,engineering,318,advanced,ME-318-LBS-03,False
318,ME,Computer-Aided Product Creation,3,4,2025-2026 Spring,2,LBS,18,0,,,,,,,engineering,318,advanced,ME-318-LBS-02,False
318,ME,Computer-Aided Product Creation,3,4,2025-2026 Spring,1,LEC,18,0,,,,,,,engineering,318,advanced,ME-318-LEC-01,True
327,ME,Design and Control of Haptic Systems,3,3,2025-2026 Spring,1,LEC,79,72,Departmental Room,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,327,advanced,ME-327-LEC-01,True
331B,ME,"Advanced Dynamics, Simulation & Control",3,3,2025-2026 Spring,1,LEC,79,24,530-127,"Wednesday,Friday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,331,advanced,ME-331B-LEC-01,True
338,ME,Continuum Mechanics,3,3,2025-2026 Spring,1,LEC,30,15,McCullough 122,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,338,advanced,ME-338-LEC-01,True
339,ME,"Introduction to parallel computing using MPI, openMP, and CUDA (CME 213)",3,3,2025-2026 Spring,1,LEC,100,6,Gates B3,"Monday,Wednesday,Friday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,339,advanced,ME-339-LEC-01,True
352C,ME,Convective Heat Transfer,3,3,2025-2026 Spring,1,LEC,45,26,200-030,"Monday,Wednesday,Friday",9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,352,advanced,ME-352C-LEC-01,True
354,ME,Experimental Methods in Fluid Mechanics,3,3,2025-2026 Spring,1,LEC,24,14,200-105,"Tuesday,Thursday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,354,advanced,ME-354-LEC-01,True
360,ME,Physics of  Microfluidics,3,3,2025-2026 Spring,1,LEC,24,8,200-105,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,360,advanced,ME-360-LEC-01,True
361,ME,Turbulence,3,3,2025-2026 Spring,1,LEC,40,24,200-303,"Monday,Wednesday,Friday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,361,advanced,ME-361-LEC-01,True
367,ME,Optical Diagnostics and Spectroscopy Laboratory,4,4,2025-2026 Spring,1,LEC,50,6,540-108,"Monday,Wednesday,Friday",9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,367,advanced,ME-367-LEC-01,True
368B,ME,"Biodesign Innovation: Concept Development and Implementation (BIOE 374B, MED 272B)",4,4,2025-2026 Spring,1,LEC,25,5,GSB Gunn 102,"Tuesday,Thursday",4:25:00 PM,6:10:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,368,advanced,ME-368B-LEC-01,True
378,ME,"Tell, Make, Engage: Action Stories for Entrepreneuring",1,3,2025-2026 Spring,1,LEC,21,19,Departmental Room,Wednesday,1:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,378,advanced,ME-378-LEC-01,True
390A,ME,"Thermofluids, Energy, and Propulsion Research Seminar",1,1,2025-2026 Spring,1,SEM,25,17,Departmental Room,Wednesday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,390,advanced,ME-390A-SEM-01,True
395,ME,Seminar in Solid Mechanics,1,1,2025-2026 Spring,1,SEM,79,19,530-127,Thursday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,395,advanced,ME-395-SEM-01,True
412,ME,Engineering Functional Analysis and Finite Elements (CME 356),3,3,2025-2026 Spring,1,LEC,15,5,200-201,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,412,advanced,ME-412-LEC-01,True
469,ME,Computational Methods in Fluid Mechanics (CME 369),3,3,2025-2026 Spring,1,LEC,25,8,Thornton 211,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,469,advanced,ME-469-LEC-01,True
470,ME,Uncertainty Quantification (CEE 362A),3,3,2025-2026 Spring,1,LEC,30,0,,,,,,,engineering,470,advanced,ME-470-LEC-01,True
31C,CEE,Computation & Generative Design,3,3,2025-2026 Spring,1,LEC,15,2,Departmental Room,"Monday,Wednesday",9:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,31,intro,CEE-31C-LEC-01,True
32H,CEE,Responsive Structures (CEE 132H),3,3,2025-2026 Spring,1,LEC,15,0,Departmental Room,Wednesday,6:00:00 PM,8:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,32,intro,CEE-32H-LEC-01,True
32V,CEE,Architectural Design Lecture Series Course,1,1,2025-2026 Spring,1,LEC,50,3,Departmental Room,Wednesday,4:30:00 PM,6:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,32,intro,CEE-32V-LEC-01,True
33E,CEE,A Global History of Architecture and Engineering (ARTHIST 133E),3,4,2025-2026 Spring,1,LEC,79,17,McMurtry Art Building Oshman,"Monday,Wednesday",10:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,33,intro,CEE-33E-LEC-01,True
33Q,CEE,"Studio 1: Architecture - Space, Light, and Movement",5,5,2025-2026 Spring,1,ISS,20,14,Y2E2 266,"Tuesday,Thursday",1:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,33,seminar,CEE-33Q-ISS-01,True
34N,CEE,Wind Energy Explained,3,3,2025-2026 Spring,1,ISF,16,10,Departmental Room,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,34,seminar,CEE-34N-ISF-01,True
86Q,CEE,From the Foothills to the Bay: Perspectives on the Sacramento River & SF Bay/Delta (OCEANS 86Q),3,3,2025-2026 Spring,1,ISS,18,7,Departmental Room,"Monday,Wednesday",4:30:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,86,seminar,CEE-86Q-ISS-01,True
102W,CEE,Technical and Professional Communication (ENGR 102W),3,3,2025-2026 Spring,1,PRA,15,2,SpilkerEngAppliedSci317,"Tuesday,Thursday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,102,intro,CEE-102W-PRA-01,True
107A,CEE,"Understand Energy (CEE 207A, EARTHSYS 103, ENERGY 107A, ENERGY 207A)",3,5,2025-2026 Spring,1,LEC,125,36,Shriram 104,"Monday,Wednesday,Friday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,107,intro,CEE-107A-LEC-01,True
107R,CEE,E^3: Extreme Energy Efficiency (CEE 207R),3,5,2025-2026 Spring,2,DIS,50,3,Y2E2 292A,Wednesday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,107,intro,CEE-107R-DIS-02,False
107R,CEE,E^3: Extreme Energy Efficiency (CEE 207R),3,5,2025-2026 Spring,1,WKS,40,4,Y2E2 292A,Wednesday,1:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,107,intro,CEE-107R-WKS-01,True
108X,CEE,"Explore Energy Seminar: Propel (CEE 208X, ENERGY 108X, ENERGY 208X)",1,2,2025-2026 Spring,1,SEM,40,3,Potter House,Tuesday,6:00:00 PM,7:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,108,intro,CEE-108X-SEM-01,True
112E,CEE,"Geomorphology: The Mechanics of Earth's Landscapes (CEE 212E, EARTHSYS 112G, EARTHSYS 212G, EPS 112, ESS 137, ESS 237, GEOPHYS 113, GEOPHYS 213)",4,4,2025-2026 Spring,1,LEC,24,0,320-241,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,112,intro,CEE-112E-LEC-01,True
112E,CEE,"Geomorphology: The Mechanics of Earth's Landscapes (CEE 212E, EARTHSYS 112G, EARTHSYS 212G, EPS 112, ESS 137, ESS 237, GEOPHYS 113, GEOPHYS 213)",4,4,2025-2026 Spring,1,LEC,24,0,320-241,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,112,intro,CEE-112E-LEC-01,True
120C,CEE,Parametric Design and Optimization (CEE 220C),2,4,2025-2026 Spring,1,LEC,90,5,,,,,"Mar 30, 2026","Jun 3, 2026",engineering,120,intro,CEE-120C-LEC-01,True
121,CEE,"Global AI Entrepreneurship, Infrastructure, and Sustainability (CEE 221)",1,1,2025-2026 Spring,1,SEM,60,28,CODAB90,Monday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,121,intro,CEE-121-SEM-01,True
122B,CEE,Computer Integrated A/E/C,3,3,2025-2026 Spring,1,LEC,30,1,Departmental Room,Friday,12:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,122,intro,CEE-122B-LEC-01,True
130R,CEE,"Racial Equity in Energy (AFRICAAM 131, CEE 330)",2,3,2025-2026 Spring,1,LEC,24,9,Y2E2 292A,"Monday,Wednesday",11:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,130,intro,CEE-130R-LEC-01,True
132C,CEE,SA+E Colloquium C,1,1,2025-2026 Spring,1,COL,18,5,Departmental Room,Friday,11:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,132,intro,CEE-132C-COL-01,True
132H,CEE,Responsive Structures (CEE 32H),3,3,2025-2026 Spring,1,LEC,20,9,Departmental Room,Wednesday,6:00:00 PM,8:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,132,intro,CEE-132H-LEC-01,True
133A,CEE,"Studio 1: Architecture - Space, Light, and Movement (CEE 233A)",5,5,2025-2026 Spring,1,LAB,18,8,Y2E2 266,"Monday,Wednesday",9:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,133,intro,CEE-133A-LAB-01,True
133C,CEE,Studio 3: Integrated Architecture and Engineering (CEE 233C),5,5,2025-2026 Spring,1,LAB,18,0,,,,,,,engineering,133,intro,CEE-133C-LAB-01,True
133F,CEE,Studio 6: Integrated Design Capstone (CEE 233F),5,5,2025-2026 Spring,1,LAB,18,11,Y2E2 266,"Monday,Wednesday",3:00:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,133,intro,CEE-133F-LAB-01,True
134E,CEE,"Architectural Theory of the American City (AMSTUD 33, URBANST 33)",3,3,2025-2026 Spring,1,SEM,20,11,Departmental Room,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,134,intro,CEE-134E-SEM-01,True
139B,CEE,Graphic Design and Visual Communication,3,3,2025-2026 Spring,1,LAB,18,10,Departmental Room,Thursday,1:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,139,intro,CEE-139B-LAB-01,True
141C,CEE,Global Infrastructure Projects Seminar (CEE 241C),1,2,2025-2026 Spring,1,SEM,75,7,Turing Auditorium,Friday,9:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,141,intro,CEE-141C-SEM-01,True
146S,CEE,Engineering Economics and Sustainability (ENGR 60),3,3,2025-2026 Spring,1,LEC,300,33,,,,,"Mar 30, 2026","Jun 3, 2026",engineering,146,intro,CEE-146S-LEC-01,True
151,CEE,Negotiation (CEE 251),3,3,2025-2026 Spring,1,LEC,60,23,Y2E2 111,Wednesday,11:30:00 AM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,151,intro,CEE-151-LEC-01,True
162E,CEE,"Rivers, Streams, and Canals (CEE 262E)",3,3,2025-2026 Spring,1,LEC,65,1,Thornton 110,"Monday,Wednesday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,162,intro,CEE-162E-LEC-01,True
166A,CEE,Watershed Hydrologic Processes and Models (CEE 266A),3,3,2025-2026 Spring,1,LEC,62,2,Thornton 110,"Tuesday,Wednesday,Thursday",4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,166,intro,CEE-166A-LEC-01,True
172,CEE,Air Quality Management,3,3,2025-2026 Spring,1,LEC,75,10,Turing Auditorium,"Monday,Wednesday,Friday",3:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,172,intro,CEE-172-LEC-01,True
175A,CEE,"California Coast: Science, Policy, and Law (CEE 275A, EBS 175, EBS 275)",3,4,2025-2026 Spring,1,LEC,40,7,,"Monday,Wednesday",11:10:00 AM,12:40:00 PM,"Mar 30, 2026","May 29, 2026",engineering,175,intro,CEE-175A-LEC-01,True
176B,CEE,"100% Clean, Renewable Energy and Storage for Everything (CEE 276B)",3,4,2025-2026 Spring,1,LEC,125,46,Shriram 104,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,176,intro,CEE-176B-LEC-01,True
176M,CEE,"Spatial Planning for Gigascale Renewables & Transmission (CEE 276M, EARTHSYS 176M, EARTHSYS 276M)",3,3,2025-2026 Spring,1,PRA,40,5,160-124,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,176,intro,CEE-176M-PRA-01,True
179E,CEE,Wastewater Treatment: From Disposal to Resource Recovery (CEE 279E),3,3,2025-2026 Spring,1,LEC,62,10,Y2E2 111,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,179,intro,CEE-179E-LEC-01,True
180,CEE,Structural Analysis,4,4,2025-2026 Spring,1,LEC,40,12,Departmental Room,"Tuesday,Thursday",10:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,180,intro,CEE-180-LEC-01,True
183,CEE,Integrated Civil Engineering Design Project,4,4,2025-2026 Spring,1,LEC,20,13,Departmental Room,"Monday,Wednesday",3:00:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,183,intro,CEE-183-LEC-01,True
207A,CEE,"Understand Energy (CEE 107A, EARTHSYS 103, ENERGY 107A, ENERGY 207A)",3,5,2025-2026 Spring,1,LEC,60,13,Shriram 104,"Monday,Wednesday,Friday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,207,mid,CEE-207A-LEC-01,True
207R,CEE,E^3: Extreme Energy Efficiency (CEE 107R),3,5,2025-2026 Spring,2,DIS,50,7,Y2E2 292A,Wednesday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,207,mid,CEE-207R-DIS-02,False
207R,CEE,E^3: Extreme Energy Efficiency (CEE 107R),3,5,2025-2026 Spring,1,WKS,40,11,Y2E2 292A,Wednesday,1:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,207,mid,CEE-207R-WKS-01,True
208X,CEE,"Explore Energy Seminar: Propel (CEE 108X, ENERGY 108X, ENERGY 208X)",1,2,2025-2026 Spring,1,SEM,44,5,Potter House,Tuesday,6:00:00 PM,7:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,208,mid,CEE-208X-SEM-01,True
212E,CEE,"Geomorphology: The Mechanics of Earth's Landscapes (CEE 112E, EARTHSYS 112G, EARTHSYS 212G, EPS 112, ESS 137, ESS 237, GEOPHYS 113, GEOPHYS 213)",4,4,2025-2026 Spring,1,LEC,30,0,320-241,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,212,mid,CEE-212E-LEC-01,True
212E,CEE,"Geomorphology: The Mechanics of Earth's Landscapes (CEE 112E, EARTHSYS 112G, EARTHSYS 212G, EPS 112, ESS 137, ESS 237, GEOPHYS 113, GEOPHYS 213)",4,4,2025-2026 Spring,1,LEC,30,0,320-241,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,212,mid,CEE-212E-LEC-01,True
216,CEE,Entrepreneurship through the Lens of Venture Capital,1,1,2025-2026 Spring,1,SEM,40,28,Mitchell Earth Sciences B67,Monday,2:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,216,mid,CEE-216-SEM-01,True
220C,CEE,Parametric Design and Optimization (CEE 120C),2,4,2025-2026 Spring,1,LEC,65,30,,,,,"Mar 30, 2026","Jun 3, 2026",engineering,220,mid,CEE-220C-LEC-01,True
221,CEE,"Global AI Entrepreneurship, Infrastructure, and Sustainability (CEE 121)",1,1,2025-2026 Spring,1,SEM,120,18,CODAB90,Monday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,221,mid,CEE-221-SEM-01,True
222B,CEE,Computer Integrated Architecture/Engineering/Construction (AEC) Global Teamwork,3,3,2025-2026 Spring,1,LEC,30,8,Departmental Room,Friday,12:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,222,mid,CEE-222B-LEC-01,True
226E,CEE,Techniques and Methods for Decarbonized and Energy Efficient Building Design,2,3,2025-2026 Spring,1,LEC,49,25,Departmental Room,"Tuesday,Thursday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,226,mid,CEE-226E-LEC-01,True
227,CEE,Global Project Finance,3,5,2025-2026 Spring,1,CAS,62,49,Y2E2 111,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",engineering,227,mid,CEE-227-CAS-01,True
233A,CEE,"Studio 1: Architecture - Space, Light, and Movement (CEE 133A)",5,5,2025-2026 Spring,1,LAB,18,0,Y2E2 266,"Monday,Wednesday",9:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,233,mid,CEE-233A-LAB-01,True
233C,CEE,Studio 3: Integrated Architecture and Engineering (CEE 133C),5,5,2025-2026 Spring,1,LAB,18,0,,,,,,,engineering,233,mid,CEE-233C-LAB-01,True
233F,CEE,Studio 6: Integrated Design Capstone (CEE 133F),5,5,2025-2026 Spring,1,LAB,18,0,Y2E2 266,"Monday,Wednesday",3:00:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",engineering,233,mid,CEE-233F-LAB-01,True
